id,profesion,tasa_ocupacion,nivel_educativo,fecha_registro,municipio
1779,dentista,47.9,bachillerato,2024-08-17,Salina Cruz
1780,auditor,44.6,licenciatura completa,2024-12-01,San Juan
1781,técnico en telecomunicaciones,63.1,prof.univ.,2024-03-20,Puerto Escondido
1782,capacitador,62.2,secundaria,2024-04-30,Ocotlan
1783,camarero,52.4,tecnico,2024-11-20,San Pablo Etla
1784,tec. en electricidad,90.3,maestria,2024-10-12,Tlacolula
1785,asistente administrativo,42.1,maestria,2024-03-13,Lachixio
1786,académico,91.6,maestria,2024-10-14,Santa Catarina
1787,arquitecto,84.0,lic.incompleta,2024-10-24,Crucecita
1788,coordinador,82.2,primaria,2024-11-11,Macuiltianguis
1789,conductor,56.2,lic.incompleta,2024-02-15,Macuiltianguis
1790,guardia de seguridad,83.9,especialidad,2024-05-11,Salina Cruz
1791,tec. en electricidad,86.5,primaria,2024-06-29,Tlacolula
1792,pintor,63.8,prof.univ.,2024-05-03,San Juan
1793,chef,93.4,maestria,2024-08-14,Etla
1794,ingeniero de sistemas,94.7,lic.incompleta,2024-03-03,Huajuapan
1795,diseñador grafico,41.4,prof.univ.,2024-11-13,San Pablo Etla
1796,cocinero,56.8,bachillerato,2024-11-25,Tututepec
1797,diseñador grafico,46.1,maestria,2024-09-04,Lachixio
1798,representante comercial,88.8,primaria,2024-02-24,Santiago
1799,arquitecto,81.5,primaria,2024-02-16,San Pablo Etla
1800,camarero,59.8,maestria,2024-09-25,Xoxocotlan
1801,docente,76.5,tecnico,2024-09-22,Santa Catarina
1802,académico,47.3,licenciatura completa,2024-02-29,Santa Catarina
1803,psicólogo,46.0,maestria,2024-05-09,Santiago
1804,técnico de mantenimiento,59.0,doctorado,2024-02-09,Salina Cruz
1805,electricista,84.6,bachillerato,2024-02-25,Santa Catarina
1806,plomero,77.8,tecnico,2024-07-13,Xoxocotlan
1807,pintor,79.1,licenciatura completa,2024-09-01,Pochutla
1808,guardia de seguridad,43.4,licenciatura completa,2024-12-16,Crucecita
1809,cocinero,90.6,prof.univ.,2024-08-16,Huajuapan
1810,auditor,62.7,maestria,2024-04-26,oaxaca capital
1811,ingeniero de sistemas,83.5,bachillerato,2024-10-08,Xoxocotlan
1812,vendedor,68.6,especialidad,2024-06-21,Pochutla
1813,profesor,69.9,especialidad,2024-01-12,Pochutla
1814,capacitador,50.0,licenciatura completa,2024-06-03,Puerto Escondido
1815,coordinador,84.0,doctorado,2024-12-22,Ocotlan
1816,abogado,59.3,tecnico,2024-01-31,Huajuapan
1817,docente,90.2,secundaria,2024-06-21,Tututepec
1818,camarero,77.7,maestria,2024-03-21,Puerto Escondido
1819,académico,40.5,primaria,2024-04-30,Macuiltianguis
1820,contador,91.4,lic.incompleta,2024-09-29,Pochutla
1821,programador,55.7,lic.incompleta,2024-07-19,Ixtlan
1822,representante comercial,80.8,secundaria,2024-03-27,Puerto Escondido
1823,tec. en electricidad,54.4,doctorado,2024-07-07,Santa Catarina
1824,técnico de mantenimiento,86.1,lic.incompleta,2024-11-02,Etla
1825,técnico de mantenimiento,77.0,lic.incompleta,2024-05-02,Lachixio
1826,camarero,76.5,doctorado,2024-08-29,San Juan
1827,jardinero,45.5,especialidad,2024-06-15,oaxaca capital
1828,chef,57.1,primaria,2024-12-12,juarez
1829,soldador,56.8,prof.univ.,2024-04-27,Crucecita
1830,conductor,59.7,bachillerato,2024-03-22,San Pablo Etla
1831,chef,76.8,prof.univ.,2024-02-15,Tlacolula
1832,contador,69.5,prof.univ.,2024-05-19,Tlacolula
1833,abogado,69.3,especialidad,2024-09-19,Lachixio
1834,coordinador,59.7,bachillerato,2024-12-11,Xoxocotlan
1835,psicólogo,64.9,tecnico,2024-11-20,Etla
1836,coordinador,40.3,lic.incompleta,2024-08-22,oaxaca capital
1837,transportista,53.2,tecnico,2024-09-22,Huatulco
1838,asistente administrativo,86.9,secundaria,2024-04-18,Tututepec
1839,jardinero,57.0,lic.incompleta,2024-08-23,Santiago
1840,asistente administrativo,90.8,maestria,2024-03-22,Santiago
1841,técnico en telecomunicaciones,76.4,doctorado,2024-07-16,Crucecita
1842,plomero,56.5,prof.univ.,2024-07-24,Tlacolula
1843,jardinero,53.0,licenciatura completa,2024-06-18,Santiago
1844,ingeniero de sistemas,58.2,lic.incompleta,2024-12-05,San Pablo Etla
1845,representante comercial,64.6,lic.incompleta,2024-09-03,Etla
1846,soldador,53.8,lic.incompleta,2024-03-02,Huajuapan
1847,técnico en telecomunicaciones,61.2,bachillerato,2024-09-10,Huajuapan
1848,contador,41.9,tecnico,2024-03-07,Santa Catarina
1849,asistente administrativo,40.6,lic.incompleta,2024-08-21,Santa Catarina
1850,camarero,93.2,maestria,2024-10-26,Lachixio
1851,profesor,54.1,licenciatura completa,2024-08-22,Macuiltianguis
1852,consultor,47.0,especialidad,2024-03-02,San Pablo Etla
1853,abogado,87.6,maestria,2024-11-20,Huajuapan
1854,economista,54.2,maestria,2024-11-12,Santa Catarina
1855,arquitecto,65.5,prof.univ.,2024-03-27,Ixtlan
1856,profesor,93.7,tecnico,2024-05-27,Crucecita
1857,capacitador,73.0,tecnico,2024-02-04,oaxaca capital
1858,mecanico,54.9,prof.univ.,2024-09-15,Xoxocotlan
1859,maestro de obra,47.3,especialidad,2024-12-15,Macuiltianguis
1860,plomero,81.9,bachillerato,2024-04-11,San Juan
1861,investigador,79.9,licenciatura completa,2024-08-20,Santa Catarina
1862,supervisor,80.0,licenciatura completa,2024-05-15,Crucecita
1863,asistente administrativo,93.6,licenciatura completa,2024-12-20,Huatulco
1864,diseñador grafico,86.2,bachillerato,2024-04-08,Lachixio
1865,economista,70.9,secundaria,2024-02-05,Tututepec
1866,conductor,62.1,tecnico,2024-07-12,Santa Catarina
1867,auditor,51.6,especialidad,2024-04-19,San Pablo Etla
1868,técnico de mantenimiento,82.4,licenciatura completa,2024-09-17,Crucecita
1869,analista,93.5,bachillerato,2024-07-19,Santiago
1870,dentista,71.0,especialidad,2024-07-13,Macuiltianguis
1871,ejecutivo de ventas,70.1,prof.univ.,2024-12-09,oaxaca capital
1872,académico,88.9,prof.univ.,2024-05-04,Salina Cruz
1873,camarero,67.6,tecnico,2024-10-16,Tututepec
1874,cocinero,55.0,tecnico,2024-03-12,oaxaca capital
1875,camarero,46.4,primaria,2024-09-13,Huajuapan
1876,supervisor,92.5,especialidad,2024-08-21,Tututepec
1877,jardinero,75.0,doctorado,2024-03-01,Huatulco
1878,contador,41.4,prof.univ.,2024-08-13,Ocotlan
1879,cocinero,43.3,prof.univ.,2024-07-27,Puerto Escondido
1880,consultor,85.9,maestria,2024-01-18,San Juan
1881,analista,67.1,licenciatura completa,2024-05-20,Etla
1882,pintor,49.1,primaria,2024-03-25,Xoxocotlan
1883,vendedor,65.8,secundaria,2024-11-06,Salina Cruz
1884,ingeniero de sistemas,88.7,lic.incompleta,2024-05-12,Macuiltianguis
1885,guardia de seguridad,57.3,especialidad,2024-09-09,Tlacolula
1886,abogado,81.1,doctorado,2024-04-27,Ocotlan
1887,economista,55.7,tecnico,2024-08-18,Huajuapan
1888,enfermero,46.0,maestria,2024-06-24,San Juan
1889,contador,50.5,doctorado,2024-11-24,Etla
1890,docente,70.4,secundaria,2024-11-20,juarez
1891,tec. en electricidad,52.6,tecnico,2024-10-06,oaxaca capital
1892,programador,87.7,prof.univ.,2024-11-12,Macuiltianguis
1893,coordinador,62.6,prof.univ.,2024-10-28,Ocotlan
1894,cocinero,81.4,maestria,2024-12-16,San Juan
1895,arquitecto,62.0,primaria,2024-06-25,Santiago
1896,coordinador,88.1,prof.univ.,2024-11-28,juarez
1897,gerente,45.7,tecnico,2024-06-14,Salina Cruz
1898,ingeniero de sistemas,62.6,tecnico,2024-02-16,San Juan
1899,maestro de obra,79.1,doctorado,2024-02-22,Huatulco
1900,gerente,47.6,prof.univ.,2024-08-31,Tlacolula
1901,auditor,46.5,prof.univ.,2024-04-22,Pochutla
1902,gerente,90.1,lic.incompleta,2024-01-23,Crucecita
1903,auditor,65.0,bachillerato,2024-03-18,Salina Cruz
1904,gerente,40.9,primaria,2024-09-14,Ixtlan
1905,transportista,68.6,bachillerato,2024-04-26,Salina Cruz
1906,consultor,66.5,lic.incompleta,2024-01-23,Tututepec
1907,contador,64.5,primaria,2024-12-10,Huatulco
1908,analista,87.4,bachillerato,2024-10-29,Ocotlan
1909,abogado,89.7,licenciatura completa,2024-01-23,Tlacolula
1910,soldador,79.1,primaria,2024-12-14,oaxaca capital
1911,carpintero,93.2,licenciatura completa,2024-08-07,Tututepec
1912,capacitador,56.6,lic.incompleta,2024-08-08,Xoxocotlan
1913,ingeniero de sistemas,90.9,especialidad,2024-12-22,juarez
1914,jardinero,40.5,tecnico,2024-07-24,Crucecita
1915,psicólogo,91.5,bachillerato,2024-04-01,juarez
1916,docente,47.9,maestria,2024-03-07,Santa Catarina
1917,transportista,77.3,prof.univ.,2024-09-09,Crucecita
1918,capacitador,90.5,tecnico,2024-06-08,Etla
1919,dentista,75.7,especialidad,2024-07-05,Xoxocotlan
1920,mecanico,40.9,doctorado,2024-02-28,Salina Cruz
1921,arquitecto,47.0,secundaria,2024-11-29,Macuiltianguis
1922,auditor,70.0,secundaria,2024-06-18,Santiago
1923,profesor,92.4,prof.univ.,2024-01-08,San Juan
1924,conductor,70.7,tecnico,2024-10-22,Puerto Escondido
1925,enfermero,93.2,prof.univ.,2024-04-20,Crucecita
1926,pintor,61.8,maestria,2024-04-15,Puerto Escondido
1927,maestro de obra,87.1,lic.incompleta,2024-08-24,San Juan
1928,supervisor,60.0,prof.univ.,2024-08-09,Tututepec
1929,consultor,47.7,lic.incompleta,2024-12-03,oaxaca capital
1930,psicólogo,90.9,especialidad,2024-09-29,Ixtlan
1931,programador,70.4,licenciatura completa,2024-09-14,Etla
1932,camarero,52.9,maestria,2024-06-26,Ocotlan
1933,arquitecto,78.4,prof.univ.,2024-02-08,Salina Cruz
1934,vendedor,42.5,doctorado,2024-01-16,Ixtlan
1935,diseñador grafico,45.9,doctorado,2024-05-30,Salina Cruz
1936,tec. en electricidad,67.7,licenciatura completa,2024-06-06,San Juan
1937,profesor,55.7,maestria,2024-03-26,Tututepec
1938,contador,90.9,tecnico,2024-04-02,Puerto Escondido
1939,gerente,79.9,maestria,2024-07-19,Xoxocotlan
1940,chef,53.0,secundaria,2024-01-06,Ocotlan
1941,guardia de seguridad,69.0,maestria,2024-12-01,oaxaca capital
1942,abogado,84.9,secundaria,2024-06-25,Santa Catarina
1943,consultor,52.1,primaria,2024-07-14,Ocotlan
1944,jardinero,56.6,tecnico,2024-03-23,Ocotlan
1945,investigador,46.9,licenciatura completa,2024-07-13,Tlacolula
1946,guardia de seguridad,55.2,doctorado,2024-09-24,San Pablo Etla
1947,maestro de obra,66.4,tecnico,2024-07-28,Xoxocotlan
1948,abogado,51.7,lic.incompleta,2024-11-24,Ixtlan
1949,académico,74.2,doctorado,2024-05-29,Tlacolula
1950,académico,57.8,primaria,2024-04-28,Santiago
1951,técnico en telecomunicaciones,52.6,bachillerato,2024-03-07,San Juan
1952,guardia de seguridad,50.2,tecnico,2024-09-24,Salina Cruz
1953,conductor,64.9,licenciatura completa,2024-12-26,Huajuapan
1954,académico,93.8,secundaria,2024-05-23,San Pablo Etla
1955,tec. en electricidad,78.1,primaria,2024-08-20,Huatulco
1956,supervisor,43.0,prof.univ.,2024-09-16,Ocotlan
1957,ingeniero de sistemas,52.4,tecnico,2024-12-07,Salina Cruz
1958,carpintero,70.1,prof.univ.,2024-09-24,Ocotlan
1959,técnico en electrónica,40.7,licenciatura completa,2024-03-20,Macuiltianguis
1960,carpintero,94.2,secundaria,2024-08-11,Santa Catarina
1961,técnico en telecomunicaciones,45.7,lic.incompleta,2024-08-17,Santiago
1962,electricista,63.8,licenciatura completa,2024-02-03,Tlacolula
1963,programador,46.4,licenciatura completa,2024-04-19,Puerto Escondido
1964,supervisor,89.9,bachillerato,2024-06-29,Etla
1965,representante comercial,86.7,tecnico,2024-09-08,Huatulco
1966,analista,91.6,tecnico,2024-01-25,Crucecita
1967,representante comercial,57.3,lic.incompleta,2024-06-10,San Pablo Etla
1968,auditor,71.2,secundaria,2024-08-31,Etla
1969,abogado,56.7,tecnico,2024-02-23,Santa Catarina
1970,economista,54.9,bachillerato,2024-01-29,Puerto Escondido
1971,camarero,47.9,licenciatura completa,2024-03-17,Pochutla
1972,psicólogo,43.0,licenciatura completa,2024-01-05,Pochutla
1973,capacitador,81.9,maestria,2024-12-23,Tlacolula
1974,diseñador grafico,44.9,bachillerato,2024-10-11,juarez
1975,soldador,83.4,lic.incompleta,2024-04-27,Macuiltianguis
1976,soldador,61.0,especialidad,2024-11-18,Xoxocotlan
1977,técnico de mantenimiento,72.9,especialidad,2024-04-10,Huajuapan
1978,profesor,71.6,prof.univ.,2024-12-08,Pochutla
1979,arquitecto,80.4,prof.univ.,2024-02-18,Huajuapan
1980,dentista,60.0,primaria,2024-09-21,Crucecita
1981,asistente administrativo,52.5,maestria,2024-04-29,Santa Catarina
1982,conductor,93.8,secundaria,2024-10-17,Macuiltianguis
1983,vendedor,75.4,secundaria,2024-01-11,Tlacolula
1984,técnico en telecomunicaciones,64.8,doctorado,2024-05-24,Huatulco
1985,chef,92.1,lic.incompleta,2024-02-24,Huajuapan
1986,soldador,68.2,maestria,2024-03-26,Huajuapan
1987,diseñador grafico,87.0,bachillerato,2024-12-26,Tlacolula
1988,psicólogo,62.5,doctorado,2024-03-05,San Juan
1989,técnico de mantenimiento,80.5,secundaria,2024-01-31,Pochutla
1990,mecanico,86.0,licenciatura completa,2024-06-16,Crucecita
1991,jardinero,90.1,primaria,2024-08-20,Ixtlan
1992,académico,48.9,bachillerato,2024-08-23,San Juan
1993,cocinero,56.6,doctorado,2024-09-29,Xoxocotlan
1994,cocinero,90.3,maestria,2024-02-22,juarez
1995,economista,70.5,bachillerato,2024-08-03,oaxaca capital
1996,mecanico,45.0,tecnico,2024-09-24,Xoxocotlan
1997,diseñador grafico,88.3,secundaria,2024-04-23,Huatulco
1998,supervisor,92.5,prof.univ.,2024-07-25,juarez
1999,investigador,51.8,especialidad,2024-02-28,Santa Catarina
2000,consultor,65.5,secundaria,2024-08-28,Ocotlan
2001,dentista,60.7,especialidad,2024-01-29,Santa Catarina
2002,abogado,56.2,lic.incompleta,2024-01-25,Santa Catarina
2003,psicólogo,41.1,licenciatura completa,2024-12-25,Crucecita
2004,transportista,90.7,secundaria,2024-03-21,oaxaca capital
2005,asistente administrativo,77.0,doctorado,2024-05-06,Santa Catarina
2006,camarero,46.0,primaria,2024-04-26,Macuiltianguis
2007,gerente,88.9,doctorado,2024-06-11,oaxaca capital
2008,diseñador grafico,54.4,lic.incompleta,2024-11-28,juarez
2009,tec. en electricidad,71.6,tecnico,2024-02-06,San Juan
2010,técnico en electrónica,46.6,licenciatura completa,2024-03-23,Ixtlan
2011,técnico en telecomunicaciones,86.2,secundaria,2024-03-18,Macuiltianguis
2012,investigador,66.7,prof.univ.,2024-03-18,Tututepec
2013,investigador,91.6,doctorado,2024-05-05,San Pablo Etla
2014,investigador,41.3,primaria,2024-02-06,Tlacolula
2015,asistente administrativo,69.7,bachillerato,2024-08-03,San Pablo Etla
2016,contador,92.8,maestria,2024-02-03,Xoxocotlan
2017,tec. en electricidad,83.8,maestria,2024-09-23,San Pablo Etla
2018,soldador,86.7,secundaria,2024-03-14,Macuiltianguis
2019,investigador,75.4,bachillerato,2024-08-25,Ixtlan
2020,programador,80.5,doctorado,2024-09-09,juarez
2021,ingeniero de sistemas,68.8,secundaria,2024-08-16,Ocotlan
2022,dentista,80.9,bachillerato,2024-07-07,oaxaca capital
2023,diseñador grafico,69.3,especialidad,2024-10-23,Huajuapan
2024,dentista,48.5,lic.incompleta,2024-10-27,Crucecita
2025,representante comercial,54.4,prof.univ.,2024-01-08,Tlacolula
2026,académico,87.4,prof.univ.,2024-06-27,Puerto Escondido
2027,plomero,51.2,licenciatura completa,2024-02-08,Xoxocotlan
2028,mecanico,86.8,doctorado,2024-10-08,Huajuapan
2029,auditor,40.3,secundaria,2024-10-14,Puerto Escondido
2030,supervisor,91.4,lic.incompleta,2024-02-18,Salina Cruz
2031,coordinador,67.9,tecnico,2024-10-22,Huajuapan
2032,conductor,67.9,maestria,2024-12-25,Pochutla
2033,camarero,65.6,primaria,2024-06-19,Tututepec
2034,transportista,47.0,bachillerato,2024-04-26,Pochutla
2035,mecanico,65.9,primaria,2024-11-11,Salina Cruz
2036,tec. en electricidad,85.7,licenciatura completa,2024-09-04,Lachixio
2037,conductor,77.2,doctorado,2024-03-25,Lachixio
2038,diseñador grafico,79.0,licenciatura completa,2024-08-05,Macuiltianguis
2039,psicólogo,62.8,maestria,2024-10-16,Tlacolula
2040,vendedor,67.4,especialidad,2024-12-30,Etla
2041,psicólogo,91.9,tecnico,2024-05-13,Huajuapan
2042,dentista,85.9,licenciatura completa,2024-03-18,Xoxocotlan
2043,programador,66.8,tecnico,2024-04-15,Crucecita
2044,asistente administrativo,54.3,prof.univ.,2024-08-11,Macuiltianguis
2045,capacitador,68.6,secundaria,2024-04-05,Pochutla
2046,técnico en telecomunicaciones,43.6,doctorado,2024-07-14,Santa Catarina
2047,carpintero,66.3,prof.univ.,2024-12-18,Lachixio
2048,técnico en electrónica,71.7,secundaria,2024-07-17,Huajuapan
2049,auditor,94.3,prof.univ.,2024-06-28,Santiago
2050,auditor,53.7,primaria,2024-11-20,Tlacolula
2051,economista,44.9,maestria,2024-10-22,Ixtlan
2052,coordinador,56.1,primaria,2024-04-18,Tututepec
2053,asistente administrativo,40.1,bachillerato,2024-11-07,oaxaca capital
2054,programador,52.6,primaria,2024-02-17,Crucecita
2055,investigador,47.7,secundaria,2024-12-06,Puerto Escondido
2056,enfermero,44.5,bachillerato,2024-08-08,Macuiltianguis
2057,plomero,53.9,primaria,2024-11-23,oaxaca capital
2058,programador,94.1,licenciatura completa,2024-05-05,Salina Cruz
2059,programador,64.5,secundaria,2024-11-18,Huatulco
2060,dentista,74.1,especialidad,2024-01-06,Santa Catarina
2061,auditor,79.5,primaria,2024-11-05,Santiago
2062,vendedor,61.8,bachillerato,2024-06-30,Huajuapan
2063,técnico en electrónica,56.9,tecnico,2024-07-16,Ixtlan
2064,supervisor,62.2,especialidad,2024-06-17,juarez
2065,coordinador,91.5,especialidad,2024-06-09,Crucecita
2066,guardia de seguridad,43.4,lic.incompleta,2024-04-19,oaxaca capital
2067,maestro de obra,50.3,especialidad,2024-09-04,Huajuapan
2068,contador,74.9,especialidad,2024-11-12,Tututepec
2069,programador,94.6,primaria,2024-12-16,Ocotlan
2070,electricista,79.7,bachillerato,2024-01-25,Tlacolula
2071,diseñador grafico,81.0,lic.incompleta,2024-09-29,Lachixio
2072,auditor,58.7,doctorado,2024-06-24,Macuiltianguis
2073,pintor,47.0,bachillerato,2024-06-06,Etla
2074,plomero,63.9,especialidad,2024-12-27,Salina Cruz
2075,técnico en electrónica,86.6,especialidad,2024-05-16,Santiago
2076,ingeniero de sistemas,93.3,secundaria,2024-02-14,Ocotlan
2077,soldador,71.6,licenciatura completa,2024-05-26,Lachixio
2078,camarero,51.4,especialidad,2024-12-19,Huatulco
2079,dentista,58.4,licenciatura completa,2024-07-07,Tlacolula
2080,docente,66.7,maestria,2024-07-13,Salina Cruz
2081,capacitador,90.1,secundaria,2024-06-12,juarez
2082,consultor,52.6,lic.incompleta,2024-11-26,Crucecita
2083,enfermero,61.2,prof.univ.,2024-08-28,Tlacolula
2084,pintor,88.7,lic.incompleta,2024-07-03,Pochutla
2085,carpintero,41.6,doctorado,2024-01-06,Macuiltianguis
2086,gerente,90.3,especialidad,2024-06-05,Tlacolula
2087,cocinero,93.2,secundaria,2024-02-05,Ocotlan
2088,docente,55.4,especialidad,2024-11-30,Santa Catarina
2089,técnico en electrónica,66.4,licenciatura completa,2024-07-14,juarez
2090,contador,81.5,tecnico,2024-09-02,Xoxocotlan
2091,dentista,89.0,tecnico,2024-11-21,Ocotlan
2092,camarero,69.1,maestria,2024-06-02,Huajuapan
2093,contador,59.3,prof.univ.,2024-03-17,juarez
2094,profesor,84.4,lic.incompleta,2024-05-27,Ixtlan
2095,analista,59.0,doctorado,2024-08-07,Santa Catarina
2096,consultor,91.3,especialidad,2024-09-02,Tututepec
2097,académico,58.9,maestria,2024-11-24,Lachixio
2098,ingeniero de sistemas,42.0,prof.univ.,2024-08-07,Santa Catarina
2099,pintor,83.1,lic.incompleta,2024-11-10,Huatulco
2100,académico,45.2,especialidad,2024-03-14,Santiago
2101,guardia de seguridad,47.2,lic.incompleta,2024-06-21,oaxaca capital
2102,pintor,78.1,prof.univ.,2024-12-07,Salina Cruz
2103,vendedor,53.5,tecnico,2024-07-04,Xoxocotlan
2104,jardinero,70.6,secundaria,2024-04-06,Pochutla
2105,economista,85.8,lic.incompleta,2024-08-18,Xoxocotlan
2106,maestro de obra,60.6,prof.univ.,2024-07-14,Santa Catarina
2107,ingeniero de sistemas,42.0,primaria,2024-02-05,Huatulco
2108,técnico de mantenimiento,44.1,bachillerato,2024-04-27,Huajuapan
2109,jardinero,85.1,secundaria,2024-04-27,Santiago
2110,arquitecto,40.4,especialidad,2024-10-19,Pochutla
2111,electricista,48.1,especialidad,2024-02-28,oaxaca capital
2112,maestro de obra,66.7,maestria,2024-04-09,Lachixio
2113,dentista,72.7,maestria,2024-06-04,Puerto Escondido
2114,gerente,78.3,maestria,2024-02-05,Tlacolula
2115,enfermero,83.8,lic.incompleta,2024-05-30,Ixtlan
2116,vendedor,89.2,doctorado,2024-04-22,Tututepec
2117,carpintero,75.8,licenciatura completa,2024-06-05,Crucecita
2118,enfermero,87.2,tecnico,2024-11-16,Huajuapan
2119,enfermero,69.9,primaria,2024-09-16,Santa Catarina
2120,ejecutivo de ventas,50.8,bachillerato,2024-10-20,Etla
2121,jardinero,65.5,especialidad,2024-11-18,oaxaca capital
2122,guardia de seguridad,45.7,maestria,2024-09-07,Santiago
2123,consultor,65.8,licenciatura completa,2024-06-03,Santiago
2124,camarero,91.1,primaria,2024-06-01,Etla
2125,investigador,84.9,especialidad,2024-09-17,Pochutla
2126,conductor,75.9,primaria,2024-12-24,Macuiltianguis
2127,capacitador,43.5,tecnico,2024-07-24,Santiago
2128,transportista,66.6,prof.univ.,2024-01-23,Tututepec
2129,ejecutivo de ventas,79.4,prof.univ.,2024-09-16,Ixtlan
2130,contador,44.6,tecnico,2024-08-05,Ixtlan
2131,consultor,45.7,secundaria,2024-10-08,Tututepec
2132,vendedor,74.9,licenciatura completa,2024-12-13,Tlacolula
2133,contador,57.7,maestria,2024-01-11,oaxaca capital
2134,profesor,71.4,maestria,2024-05-13,oaxaca capital
2135,programador,81.7,especialidad,2024-04-18,oaxaca capital
2136,cocinero,49.5,especialidad,2024-06-24,Xoxocotlan
2137,abogado,59.7,primaria,2024-05-19,juarez
2138,transportista,48.9,especialidad,2024-05-25,Crucecita
2139,chef,48.1,especialidad,2024-08-23,Tututepec
2140,chef,87.5,tecnico,2024-02-09,Ocotlan
2141,profesor,82.8,doctorado,2024-11-21,Pochutla
2142,profesor,65.2,bachillerato,2024-07-09,oaxaca capital
2143,transportista,46.1,tecnico,2024-08-11,Tlacolula
2144,chef,94.4,prof.univ.,2024-10-28,juarez
2145,diseñador grafico,73.3,prof.univ.,2024-08-11,Santa Catarina
2146,técnico de mantenimiento,72.0,tecnico,2024-04-26,Macuiltianguis
2147,ingeniero de sistemas,69.2,doctorado,2024-06-02,Pochutla
2148,académico,73.8,doctorado,2024-05-18,Ixtlan
2149,transportista,66.4,doctorado,2024-09-02,Xoxocotlan
2150,abogado,49.1,licenciatura completa,2024-06-24,Pochutla
2151,pintor,88.1,primaria,2024-10-31,Santa Catarina
2152,plomero,67.2,tecnico,2024-09-23,San Juan
2153,dentista,65.2,prof.univ.,2024-10-23,Santa Catarina
2154,transportista,52.5,maestria,2024-01-23,Salina Cruz
2155,chef,72.7,maestria,2024-05-08,Ocotlan
2156,tec. en electricidad,81.9,secundaria,2024-07-20,juarez
2157,ejecutivo de ventas,45.7,tecnico,2024-11-20,Crucecita
2158,investigador,42.0,primaria,2024-01-12,Santiago
2159,ingeniero de sistemas,51.3,tecnico,2024-06-03,Santa Catarina
2160,jardinero,75.8,licenciatura completa,2024-08-05,Santa Catarina
2161,maestro de obra,76.5,maestria,2024-04-03,Tututepec
2162,contador,57.8,lic.incompleta,2024-08-24,Tlacolula
2163,auditor,45.6,especialidad,2024-02-16,Etla
2164,pintor,70.7,doctorado,2024-03-19,Xoxocotlan
2165,programador,61.3,prof.univ.,2024-04-16,Huatulco
2166,pintor,46.6,doctorado,2024-02-25,San Juan
2167,dentista,52.0,especialidad,2024-07-27,Santa Catarina
2168,gerente,41.1,licenciatura completa,2024-10-16,Xoxocotlan
2169,capacitador,73.0,primaria,2024-04-10,Ixtlan
2170,camarero,43.8,primaria,2024-09-07,Puerto Escondido
2171,analista,93.2,primaria,2024-12-09,San Juan
2172,transportista,89.1,secundaria,2024-06-26,Ocotlan
2173,conductor,90.5,secundaria,2024-04-24,oaxaca capital
2174,guardia de seguridad,94.1,licenciatura completa,2024-05-25,Ixtlan
2175,psicólogo,45.4,licenciatura completa,2024-02-02,Crucecita
2176,pintor,93.1,licenciatura completa,2024-07-30,Santa Catarina
2177,abogado,44.7,licenciatura completa,2024-04-10,Etla
2178,técnico en telecomunicaciones,92.8,doctorado,2024-12-25,Ixtlan
2179,profesor,68.6,licenciatura completa,2024-04-07,oaxaca capital
2180,técnico en telecomunicaciones,71.2,primaria,2024-08-28,Tlacolula
2181,representante comercial,70.4,licenciatura completa,2024-08-22,juarez
2182,técnico en electrónica,70.4,lic.incompleta,2024-12-25,Tututepec
2183,tec. en electricidad,49.1,especialidad,2024-03-04,Huajuapan
2184,contador,66.5,doctorado,2024-04-06,San Pablo Etla
2185,guardia de seguridad,67.5,primaria,2024-02-26,Santiago
2186,dentista,44.4,especialidad,2024-04-27,Xoxocotlan
2187,dentista,67.8,primaria,2024-12-02,San Pablo Etla
2188,transportista,81.5,especialidad,2024-10-30,Santiago
2189,abogado,69.9,licenciatura completa,2024-07-17,Ixtlan
2190,chef,91.5,doctorado,2024-05-16,oaxaca capital
2191,asistente administrativo,65.2,maestria,2024-11-12,Pochutla
2192,programador,67.4,primaria,2024-01-06,Pochutla
2193,carpintero,71.6,doctorado,2024-09-18,Tlacolula
2194,asistente administrativo,83.2,secundaria,2024-03-17,Ixtlan
2195,enfermero,68.6,lic.incompleta,2024-10-19,Salina Cruz
2196,académico,54.3,lic.incompleta,2024-03-31,Huatulco
2197,técnico en electrónica,43.0,bachillerato,2024-09-19,Santa Catarina
2198,ejecutivo de ventas,49.7,licenciatura completa,2024-05-22,Tututepec
2199,psicólogo,63.9,maestria,2024-08-07,Salina Cruz
2200,técnico en telecomunicaciones,52.0,lic.incompleta,2024-05-04,Lachixio
2201,economista,46.3,licenciatura completa,2024-08-07,San Pablo Etla
2202,psicólogo,52.5,primaria,2024-06-05,Puerto Escondido
2203,transportista,75.6,primaria,2024-08-17,San Pablo Etla
2204,plomero,66.9,licenciatura completa,2024-07-26,San Juan
2205,supervisor,72.7,tecnico,2024-04-11,Ixtlan
2206,dentista,77.2,maestria,2024-11-10,Salina Cruz
2207,tec. en electricidad,55.3,secundaria,2024-04-30,Salina Cruz
2208,consultor,40.7,tecnico,2024-12-03,Crucecita
2209,representante comercial,45.6,bachillerato,2024-05-28,Etla
2210,programador,80.8,maestria,2024-03-04,juarez
2211,contador,79.2,maestria,2024-06-26,Pochutla
2212,coordinador,64.5,doctorado,2024-11-26,juarez
2213,pintor,54.9,tecnico,2024-09-10,Ixtlan
